小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价 
首创爱这城,售罄,[津南-双港镇]南外环微山南路与梨双公路交口,二居(2)，三居(3),,"均价9,710元/m²",总价待定
津沽首府,售罄,津南 - 津沽公路与体育场交汇处北100米路东,二居(1)，三居(1),,"均价7,627元/m²",总价待定
博轩园（公寓）,售罄,[河西-大沽南路]河西大沽南路与津河交口,二居(1)，三居(5)，四居(1),,售价待定,总价待定
富贾花园（公寓）,售罄,河北 - 中山北路17号（北站立交桥下桥即到）,二居(1),2017.05.27,"均价24,000元/m²",总价待定
静屿海,售罄,[静海-静海经济开发区]春曦道与宙纬路交口,二居(1)，三居(2),,"均价10,209元/m²",总价待定
天一海馨园,售罄,[静海-静海城区]东方红路与旭华道交口,二居(2)，三居(1),,"均价9,285元/m²",总价待定
仁爱团泊湖逸湖岸（别墅）,售罄,静海 - 仁爱大道西侧，天大仁爱学院对面,不限(9),2016.10.20,总价待定,
永泰枕流GOLF公寓,售罄,[津南-咸水沽镇]津沽路42号,二居(3)，三居(6),,"均价6,614元/m²",总价待定
金地艺境,售罄,[津南-双港镇]津南津沽路与鑫盛路交口,二居(3)，三居(6),,"均价8,900元/m²",总价待定
天山水榭花都,售罄,津南 - 津歧公路与盛塘路交汇处（小站练兵园东侧700米处）,二居(1)，三居(3),,"均价4,400元/m²",总价待定
津澜阙,售罄,河西 - 台儿庄南路129号（台儿庄南路与古海道交汇处）,三居(4),,"均价35,000元/m²",总价待定
新兴中山八号,售罄,河北 - 中山北路8号（北宁公园南门对面）,二居(1)，三居(1),,"均价14,000元/m²",总价待定
保集玫瑰湾（别墅）,售罄,宝坻 - 南关大街窝头河南侧（技术监督局南100米）,五居及以上(3),,总价待定,
万科新梅江柏翠园,售罄,[河西-新梅江]太湖路公园与卫津河公园旁,三居(1)，四居(1),,"均价35,000元/m²",总价待定
弘泽印象（公寓）,售罄,河西 - 河西区友谊南路与绥江道交口东南角,二居(4)，三居(1),,售价待定,总价待定
北塘古镇（别墅）,在售,[滨海新区-北塘居住区]彩虹桥西南侧,二居(1),2018.03.01,458万元/套,
诺德中心（商铺）,售罄,[河北-中山路]律纬路与五马路交口处,一居(2),2017.01.09,"均价50,000元/m²",295-315万元
泰富橄榄城（别墅）,售罄,宝坻 - 津蓟高速公路温泉城出口北行200米,二居(4),,总价待定,
社会山Bigparty,售罄,[西青-张家窝]三号线天津南站西侧600米,二居(2),,"均价9,500元/m²",总价待定
中海学府公馆,售罄,[河西-陈塘庄]黑牛城道与洞庭路交口,,2018.02.22,"均价33,000元/m²",总价待定
颐贤里,售罄,[河西-体院北]环湖东路与体北道交口,二居(2)，三居(2)，四居(1),,"均价30,000元/m²",总价待定
喜年广场（公寓）,售罄,[河西-梅江]天津河西区解放南路与浯水道交口,一居(4)，二居(1),,售价待定,总价待定
博轩园（别墅）,售罄,[河西-大沽南路]河西大沽南路与津河交口,二居(1)，三居(5)，四居(1),,总价待定,
保富国际（公寓）,售罄,[河西-梅江]绥江道与卫津南路交口西侧,一居(2)，二居(2),2017.05.02,"均价18,000元/m²",总价待定
天津昆仑中心（公寓）,售罄,河西 - 友谊北路与湛江道交口（河西乐购超市旁）,不限(5),2018.02.26,"均价22,000元/m²",总价待定
贻成水木清华（别墅）,在售,[滨海新区]森林公园滨海国际高尔夫球场旁,四居(2)，五居及以上(5),2018.03.01,476-519万元/套,
北塘水岸花园（别墅）,在售,滨海新区 - 胶州道以北，天池北路以西，滨州道以南，千岛湖路以东,五居及以上(1),2018.03.01,496万元/套,
钰鑫桃源印象（别墅）,售罄,宝坻 - 宝坻建设路东段新劝宝购物广场东200米（绿色家园东侧）,三居(4),,总价待定,
津尚花园,售罄,西青 - 辛老路与嘉和路交口（税务所对面）,二居(1)，三居(6)，四居(1),,"均价9,257元/m²",总价待定
天房樾梅江（公寓）,售罄,[河西-梅江]珠江道86号,二居(1)，三居(3),2017.04.25,售价待定,总价待定
江胜天鹅湖（别墅）,售罄,河西 - 梅江南居住区10#地块（外环线与友谊南路交口）,三居(2),,总价待定,
鲁能公馆,售罄,[南开-水上奥体]卫津南路与天塔道交口,三居(3)，四居(1),2018.02.28,"均价43,000元/m²",总价待定
贻成红墅郡（别墅）,在售,[滨海新区-塘沽]新北路与厦门南路交口处,不限(1)，四居(7)，五居及以上(2),2017.09.22,508-609万元/套,
贻海观澜（别墅）,在售,[滨海新区-东疆港]观澜路以东贺兰道以北,三居(4),2018.03.02,604万元/套,
吉宝沁风御庭,在售,[滨海新区-中新生态城]中新大道5681号,不限(5)，二居(1)，三居(5),2018.02.26,"最低21,000元/m²起","653-1,614万元"
融创君澜,售罄,[滨海新区-北塘居住区]洞庭路向北大学城旁,二居(6)，三居(5)，五居及以上(1),,"均价10,500元/m²",总价待定
宜禾红橡公园Ⅱ期,售罄,[滨海新区-中新生态城]中天大道与和顺路交口,二居(4)，三居(6),2016.12.15,售价待定,总价待定
天保月湾,售罄,滨海新区 - 渤海十二南路与金沙江道交口,一居(2)，二居(5),2016.12.01,售价待定,总价待定
平安家园（别墅）,售罄,宝坻 - 霍各庄镇津围公路82公里处北侧,一居(3)，二居(8)，三居(2),,总价待定,
澜湾半岛,售罄,[西青-中北镇]卉锦道北侧,二居(2)，三居(1),,"均价15,376元/m²",总价待定
社会山南苑,售罄,[西青-张家窝]地铁3号线天津南站西侧600米,二居(6)，三居(2),,"均价21,000元/m²",总价待定
莱茵小镇栎墅（别墅）,售罄,[西青-杨柳青]柳霞路与泽杨道交口,一居(1)，二居(5)，三居(4),,总价待定,
城·视|微距,售罄,[西青]杨芬港开发区,一居(2)，二居(8)，三居(2),,"均价3,200元/m²",总价待定
首府136栋（别墅）,售罄,[西青-李七庄]中石油桥西侧1.5公里处,不限(5),,总价待定,
河畔馨居（公寓）,售罄,西青 - 万卉路与津杨公路交口西行50米。,一居(2)，二居(2),,售价待定,总价待定
渤海明珠,售罄,[河西-下瓦房]解放南路与中环线交口,二居(3)，三居(1),2017.04.26,"均价35,000元/m²",总价待定
江胜天鹅湖,售罄,河西 - 梅江南居住区10#地块（外环线与友谊南路交口）,三居(2),,售价待定,总价待定
阳光晶典（公寓）,售罄,南开 - 南城街与城厢东路交口（后现代城站旁）,一居(1)，二居(5)，三居(3)，四居(2),,"均价23,000元/m²",总价待定
北塘水岸花园,售罄,滨海新区 - 胶州道以北，天池北路以西，滨州道以南，千岛湖路以东,二居(7),2018.03.01,售价待定,总价待定
旺城温莎郡（别墅）,售罄,宝坻 - 潮阳大道与宝平路交口南行500米,不限(1)，三居(2),2017.09.29,总价待定,
蓝岸森林（别墅）,售罄,[北辰]北辰区京津公路马庄,二居(2)，三居(1),,总价待定,
城·视|微距（别墅）,售罄,[西青]杨芬港开发区,一居(2)，二居(8)，三居(2),,总价待定,
慢咖领地（公寓）,售罄,[西青-张家窝]辛老路（税务所以东）,一居(2)，二居(2),,售价待定,总价待定
绅蓝国际,售罄,[西青-中北镇]西青区精武镇,二居(1)，三居(1),,"均价6,666元/m²",总价待定
华韵欧风博文苑,售罄,[西青-大寺镇]津港公路与外环线交口前行300米,二居(2)，三居(1)，四居(1),,"均价13,298元/m²",总价待定
河畔馨居,售罄,西青 - 万卉路与津杨公路交口西行50米。,一居(2)，二居(2),,"均价10,000元/m²",总价待定
弘泽印象（别墅）,售罄,河西 - 河西区友谊南路与绥江道交口东南角,二居(4)，三居(1),,总价待定,
仁恒海河广场,售罄,南开 - 南开东马路131号（东马路与通南路交口，新安对面）,二居(2)，三居(6),,"均价45,561元/m²",总价待定
福汇华庭,售罄,滨海新区 - 港塘路与旭日路交口（大港客运站旁）,一居(1)，二居(3),,"均价7,490元/m²",总价待定
保集玫瑰湾,售罄,宝坻 - 南关大街窝头河南侧（技术监督局南100米）,五居及以上(3),,"均价12,142元/m²",总价待定
禾墅（别墅）,售罄,[北辰]普济河道立交桥旁，铁东路北,五居及以上(2),,总价待定,
盛耀华府,售罄,[北辰-北仓]高峰路与延吉路交口,二居(2)，三居(2),2016.12.13,售价待定,总价待定
瑞景时代,售罄,北辰 - 地铁一号线刘园站农产品批发市场旁,二居(9),,售价待定,总价待定
荷塘悦色,售罄,西青 - 欣杨路121号（杨柳青镇政府西侧雅馨园旁）,二居(12)，三居(3),,"均价20,000元/m²",总价待定
UPUP公寓（公寓）,售罄,河东 - 卫国道199号（卫国道与祁连路交口）,不限(3),,售价待定,总价待定
弘祥家园（公寓）,售罄,南开 - 南开芥园西道与冶金路交口（芥云桥东桥头）,三居(2),,售价待定,总价待定
滨海国泰大厦（公寓）,售罄,[滨海新区-响螺湾]迎宾大道东侧,不限(2),,售价待定,总价待定
盛星东海岸（公寓）,售罄,滨海新区 - 滨海新区海洋高新技术开发区内,一居(2)，二居(1),,售价待定,总价待定
万炬智汇城（公寓）,售罄,[宝坻-宝坻新城]经济开发区东区庆滨道1号,二居(1)，三居(1),,售价待定,总价待定
宝星花园（别墅）,售罄,[宝坻-宝坻新城]宝坻马家店镇政府南侧,三居(1)，四居(1)，五居及以上(1),,总价待定,
钰鑫桃源印象（公寓）,售罄,宝坻 - 宝坻建设路东段新劝宝购物广场东200米（绿色家园东侧）,三居(4),,售价待定,总价待定
欧铂城,售罄,北辰 - 高新大道与景丽路交口（地铁3号线总站小淀站旁）,一居(2)，二居(7)，三居(4),2016.12.15,售价待定,总价待定
香邑国际,售罄,[东丽-成林道]成林道与登州路交口,三居(2),,"均价12,931元/m²",总价待定
宏城御溪园,售罄,[西青-李七庄]外环线与津涞路交口往西300米,二居(3)，三居(1),,"均价13,211元/m²",总价待定
乐东馨园(公寓),售罄,[河东-卫国道]河东区真理道与泰兴路交口,一居(1)，二居(2)，三居(1),,售价待定,总价待定
富民河畔家园（别墅）,售罄,河东 - 富民路甲2号（国顺路与丰民路交口东北侧）,不限(1)，一居(1)，二居(2)，三居(1)，四居(1),,总价待定,
檀府（公寓）,售罄,[南开-老城厢]南开区城厢东路166号,二居(1)，三居(3),,售价待定,总价待定
东北角艺术公寓（别墅）,售罄,[南开-老城厢]南开区北马路、东马路交口处,一居(6)，二居(4)，三居(4),,总价待定,
优仕,售罄,[南开-老城厢]南开东马路与水阁大街交口,一居(3)，二居(2),,"均价21,729元/m²",总价待定
蘭园（商铺）,售罄,[南开-老城厢]黄河道与青年路交口,一居(3),2016.12.12,"均价80,000元/m²",总价待定
宝利国际广场（公寓）,售罄,[南开]长江道与南丰路交口,二居(2)，三居(2),,售价待定,总价待定
宝利国际广场（别墅）,售罄,[南开]长江道与南丰路交口,二居(2)，三居(2),,总价待定,
檀府（别墅）,售罄,[南开-老城厢]南开区城厢东路166号,二居(1)，三居(3),,总价待定,
復康路十一號,售罄,[南开-水上奥体]复康路11号,三居(3)，四居(2),2017.01.10,"均价73,000元/m²",总价待定
蓝海茗苑（别墅）,售罄,[滨海新区-汉沽]新开路与建设路交口,一居(1)，二居(1)，三居(1),,总价待定,
德圣公馆（公寓）,售罄,[滨海新区-泰达MSD]开发区泰达时尚广场核心区,一居(3),,售价待定,总价待定
远大城,售罄,宝坻 - 潮白河与青龙湾交汇宝白路东侧,二居(4)，三居(1),2016.11.15,售价待定,总价待定
华城佳苑（公寓）,售罄,[北辰]中环线普济河道桥北侧淮河路快速路旁,二居(2)，三居(1),,售价待定,总价待定
枫水湾,售罄,[北辰-小淀镇]西堤头镇东堤头环龙商贸城北侧,二居(2),2017.04.27,"均价7,500元/m²",总价待定
悦蘭台,售罄,北辰 - 镇万源星城旁（京津公路与龙顺南道交口北侧）,二居(2)，三居(2),2017.05.02,"均价20,000元/m²",总价待定
通泰·香滨城,售罄,[武清-杨村]103国道西200米（杨村十四小西侧）,二居(4)，三居(2)，四居(3),,"均价12,000元/m²",总价待定
百合春天,售罄,[东丽-华明镇]卫国道与雪莲路交口南侧,二居(2)，三居(1),,"均价13,531元/m²",总价待定
首创溪堤郡,售罄,东丽 - 津汉公路空港2号桥东（华明新家园内）,二居(4)，三居(1)，四居(9)，五居及以上(7),,"均价8,300元/m²",总价待定
巨福园公寓（公寓）,售罄,[河东-新开路]内环线新开路与华龙道交口,一居(2),,售价待定,总价待定
金地紫乐府（别墅）,售罄,[河东-中山门]东南半环快速路昆仑桥东南侧,不限(2),2016.12.14,总价待定,
棉3水岸名居（公寓）,售罄,[河东-成林道]海河东路国泰桥南侧200米,二居(1)，三居(1),2016.12.19,"均价30,000元/m²",总价待定
金地紫云庭（公寓）,售罄,河东 - 津塘路与昆仑路交口（一号桥轻轨站旁）,二居(2)，三居(3),,售价待定,总价待定
奥维拉美墅,售罄,[南开-水上奥体]南开区时代奥城二期南侧,四居(1),,售价待定,总价待定
九州国际（公寓）,售罄,南开 - 南开南城街与城厢中路交口右侧（地铁1号线、2号线西南角站向东...,二居(3)，三居(1),,售价待定,总价待定
翰墨园（公寓）,售罄,宝坻 - 宝坻潮阳大道与津蓟铁路交口西南侧,不限(1)，一居(1),,售价待定,总价待定
永泰枕流GOLF公寓（别墅）,售罄,[津南-咸水沽镇]津沽路42号,二居(3)，三居(6),,总价待定,
双发金玺城,售罄,[北辰-北仓]京津路与北辰道交口,二居(4)，三居(2),,"均价16,400元/m²",总价待定
瑞欣嘉园,售罄,[北辰-双口镇]河北工业大学西侧,一居(2)，二居(2),,"均价3,800元/m²",总价待定
快乐公馆,售罄,[北辰-双口镇]后堡村（临近镇政府）,一居(2)，二居(4),,"均价3,800元/m²",总价待定
半湾半岛,售罄,[北辰-双街镇]张湾双进道以南，顺达路以北,二居(2)，三居(7)，四居(4),2018.03.02,售价待定,总价待定
龙顺御墅（别墅）,售罄,[北辰-双街镇]镇政府南侧,三居(2)，四居(2)，五居及以上(1),2017.04.28,总价待定,
美震中环时代,售罄,北辰 - 普济河立交桥东侧，汾河南道与姚江东路交口,二居(6),,"均价11,254元/m²",总价待定
华北城S1主题酒店公寓,售罄,[武清-下朱庄]103国道与京津二线交汇处,一居(2),,售价待定,总价待定
天和林溪（别墅）,售罄,[武清-下朱庄]华北城以北400米京津公路东侧,一居(1)，二居(6)，三居(1),,总价待定,
香堤美郡,售罄,[武清-陈咀镇]杨六路与津蓟铁路交口西北侧,二居(4),,"均价12,969元/m²",总价待定
龙福花园,售罄,[武清-曹子里]曹子里乡政府路东侧,二居(2)，三居(1),,"均价3,865元/m²",总价待定
慧翔龙苑,售罄,[武清-杨村]京津公路东侧2号道强国道之间,一居(3)，二居(2)，三居(1),,"均价8,817元/m²",总价待定
第六城摩卡公寓,售罄,[武清-佛罗伦萨小镇]京津公路与前进道交口,一居(1)，二居(1)，三居(1),,"均价5,000元/m²",总价待定
建德盛世华府,售罄,武清 - 京津公路与振华西道交口（友谊商厦对面）,二居(9)，三居(2),,"均价8,000元/m²",总价待定
远洋心境,售罄,东丽 - 天津滨海新区空港经济区中心大道与东六道交口,三居(3)，四居(2),,"均价9,215元/m²",总价待定
融科金月湾（别墅）,售罄,[河东-中山门]月牙河南路金月湾,二居(2)，三居(3),,总价待定,
阳光新业国际（别墅）,售罄,[河东-卫国道]河东区卫国道与顺航路交口,二居(5)，三居(2),,总价待定,
林枫馨苑（别墅）,售罄,[河东-六纬路]津塘路北十五经路3号,一居(1)，二居(4)，三居(1),,总价待定,
雍华府,售罄,[河东-卫国道]卫国道和靖江路交口,一居(1)，二居(2)，三居(1),,"均价20,794元/m²",总价待定
巨福园公寓（别墅）,售罄,[河东-新开路]内环线新开路与华龙道交口,一居(2),,总价待定,
融创时代奥城（公寓）,售罄,[南开-水上奥体]宾水西路与水上东路交口,不限(1),,售价待定,总价待定
宝星花园,售罄,[宝坻-宝坻新城]宝坻马家店镇政府南侧,三居(1)，四居(1)，五居及以上(1),,"均价3,622元/m²",总价待定
钰鑫桃源印象,售罄,宝坻 - 宝坻建设路东段新劝宝购物广场东200米（绿色家园东侧）,三居(4),,"均价7,647元/m²",总价待定
耀华新天地,售罄,津南 - 津沽公路与体育场路交口向西200米供销商厦正对面，月坛商厦西...,一居(1)，二居(2)，三居(1),,"均价6,979元/m²",总价待定
智慧谷,售罄,[北辰-双街镇]科技园高新大道72号,不限(1)，三居(2),,"均价6,200元/m²",总价待定
新华英郡（别墅）,售罄,静海 - 静海静文路南侧，建设银行西侧（实验中学对过）,二居(3),,总价待定,
盛世天下（别墅）,售罄,[武清-杨村]雍阳西道与泉达路交口,三居(4),,总价待定,
雍鑫莱茵翠景,售罄,[武清-杨村]雍阳西道与翠通路交口以东,二居(1)，三居(3),,"均价8,800元/m²",总价待定
南湖红星国际广场,售罄,[武清-南湖]天和路与藕甸道交口,二居(1)，三居(2),2017.04.25,售价待定,总价待定
保利上河雅颂,售罄,武清 - 武清东至泉发路，南至强国道，西至泉达路，北至雍阳西道,一居(1)，二居(7),,"均价11,000元/m²",总价待定
万科魅力之城,售罄,东丽 - 东丽区津塘公路轻轨开发区站北侧,二居(1)，三居(2),,"均价13,426元/m²",总价待定
翰墨园,售罄,宝坻 - 宝坻潮阳大道与津蓟铁路交口西南侧,不限(1)，一居(1),,"均价7,571元/m²",总价待定
港基中心（公寓）,售罄,津南 - 经济开发区（西区）南外环与大沽南路（天津大道）交口,一居(2)，二居(2),,"均价6,500元/m²",总价待定
恒盛SOHO,售罄,[河西-友谊路]黑牛城道与柳江路交口,一居(1)，二居(1)，三居(1),,售价待定,总价待定
团泊湖庭院（别墅）,售罄,[静海-团泊湖]团泊湖,四居(3),,总价待定,
湖语公园（别墅）,售罄,静海 - 天津大学仁爱学院北门和光合谷温泉酒店交汇处,不限(4),2016.12.16,总价待定,
万辰金色家园,售罄,[武清]王庆坨镇镇政府西侧,一居(2)，二居(3),,"均价6,600元/m²",总价待定
盛世天下,售罄,[武清-杨村]雍阳西道与泉达路交口,三居(4),,"均价7,500元/m²",总价待定
旭日豪庭,售罄,[武清-石各庄]杨王路西侧、北外环南侧,二居(2)，三居(2),,"均价5,300元/m²",总价待定
天房翠海红山,售罄,东丽 - 东丽成林道北侧，登州路与程新道交口（大韩酒楼旁）,一居(1)，二居(3)，三居(2),,"均价13,131元/m²",总价待定
观澜壹號,售罄,[宝坻-宝坻城区]宝坻清华园东侧，窝头河北岸,二居(1)，三居(1),,"均价8,500元/m²",总价待定
领世深白（别墅）,售罄,津南 - 友谊南路与外环线交口东行三公里处,二居(4)，三居(4),,总价待定,
桃花原筑（公寓）,售罄,[河西-人民公园]河西区永安道与广东路交口,不限(1),,售价待定,总价待定
梅江南别墅4号院,售罄,[河西-梅江]友谊南路延长线梅江南4号地,不限(1)，五居及以上(1),,"均价27,437元/m²",总价待定
梅江南别墅4号院（别墅）,售罄,[河西-梅江]友谊南路延长线梅江南4号地,不限(1)，五居及以上(1),,总价待定,
桃花原筑,售罄,[河西-人民公园]河西区永安道与广东路交口,不限(1),,"均价29,314元/m²",总价待定
幸福新天地（公寓）,售罄,[静海-静海城区]春曦路与宙纬路交口,二居(1)，三居(2),,售价待定,总价待定
宇泰领海嘉园（别墅）,售罄,[静海-静海城区]联盟大街第一幼儿园南侧,二居(1)，三居(2),,总价待定,
幸福新天地,售罄,[静海-静海城区]春曦路与宙纬路交口,二居(1)，三居(2),,"均价8,316元/m²",总价待定
上上佳园,售罄,[静海-静海城区]东升道与104国道交口,一居(1)，三居(2),,"均价9,669元/m²",总价待定
招商果岭(别墅),售罄,[静海-团泊湖]津王公路松江高尔夫球会西侧,不限(8),2016.12.14,总价待定,
金利园,售罄,[静海-静海城区]唐官屯政府西侧,二居(2)，三居(2),,"均价4,400元/m²",总价待定
公园一品3期（公寓）,售罄,[静海-静海城区]独流镇,一居(2)，二居(3)，三居(2),,售价待定,总价待定
东方仕嘉,售罄,[静海-静海城区]东方红路长途汽车站南侧,二居(2)，三居(2),,"均价7,200元/m²",总价待定
东丽湖万科城小镇里（别墅）,售罄,[东丽-东丽湖]东丽湖路与东丽之光大道交口,三居(4),2018.02.28,总价待定,
万通金府国际,售罄,[东丽-空港]中心大道与东五道交口,,2017.04.26,售价待定,总价待定
保利玫瑰湾（公寓）,售罄,东丽 - 昆仑路与满江道交口，临近卫国道,一居(1)，二居(1),2017.05.24,"均价17,000元/m²",总价待定
远洋心里,售罄,滨海新区 - 大连东道与港滨路交口处（市民广场轻轨站东侧）,二居(4)，三居(1),2017.06.30,"均价18,000元/m²",总价待定
天地源津九轩,售罄,[津南-咸水沽镇]南环路与红旗路交口,三居(2),,"均价7,496元/m²",总价待定
澜海庄园,售罄,[津南-八里台镇]天嘉湖生态旅游度假区,二居(1)，三居(3),,"均价6,500元/m²",总价待定
福林庭苑,售罄,津南 - 练兵园东侧前营路与正营道交汇处,一居(1)，二居(4)，三居(3),2016.12.09,售价待定,总价待定
阳光丽景,售罄,静海 - 京沪高速唐官屯出口第一个红绿灯东北角唐官屯镇,二居(2)，三居(1),2018.02.26,"均价5,000元/m²",总价待定
远洋风景,售罄,东丽 - 津滨大道南侧登州南路与惠山道交口,一居(1)，二居(3)，三居(7)，四居(1),,"均价14,252元/m²",总价待定
融创洞庭路壹号,售罄,[滨海新区]二大街与洞庭路交汇处西北侧,二居(4),,"均价15,059元/m²",总价待定
美域澜苑,售罄,[滨海新区-汉沽]河西一经路与五纬路交口以南,二居(4)，三居(6),2017.05.02,"均价9,000元/m²",总价待定
中海金湖湾,售罄,[滨海新区-塘沽]泰达延长线与威海路交口,二居(2)，三居(3)，四居(1),2018.02.27,"均价16,000元/m²",总价待定
联发第五街,售罄,[滨海新区]第五大街与北海路交口服务园区内,一居(3)，二居(11)，三居(3),2017.01.10,"均价17,000元/m²",总价待定
润德汇（公寓）,售罄,[滨海新区-响螺湾]迎宾大道与万顺道交口,不限(8),,"均价20,000元/m²",总价待定
弘泽天泽,售罄,[滨海新区-汉沽]汉沽新开北路与东滨路交口,二居(1)，三居(2),,"均价5,053元/m²",总价待定
泰达御海,售罄,滨海新区 - 泰达御海位于北塘经济区—北塘大街以北（馨宇家园北侧）,二居(4)，三居(8),,"均价9,000元/m²",总价待定
首创福特纳湾（别墅）,售罄,西青 - 友谊南路延长线（大寺镇王村春源道南侧）,二居(2)，三居(1),,总价待定,
京基嶺墅（别墅）,售罄,津南 - 解放南路延长线津港公路与嶺域路交口（京基高尔夫会所内）,不限(12),2016.11.15,总价待定,
团泊湖庭院,售罄,[静海-团泊湖]团泊湖,四居(3),,售价待定,总价待定
禧顺佳园（别墅）,售罄,静海 - 春曦道西侧瑞和道东侧月纬路南侧,二居(1)，三居(2),,总价待定,
天保意境兰庭二期,售罄,[东丽-空港]环河北路与东六道交口,二居(2)，三居(2),2017.09.08,"均价22,000元/m²",总价待定
东丽湖万科城南岛（别墅）,售罄,[东丽-东丽湖]东丽湖路右转东丽之光大道南,二居(1)，四居(5),,总价待定,
天津华侨城桥湾,售罄,东丽 - 东丽湖路以西，东丽之光大道以南,二居(4)，三居(5),,"均价9,500元/m²",总价待定
盛博名轩,售罄,[南开-黄河道]红旗路与西营门外大街交口,二居(2)，三居(2),2017.06.30,售价待定,总价待定
亚泰津澜,售罄,[滨海新区-响螺湾]迎宾大道与天津大道交口,一居(2)，二居(9)，三居(5),,"均价10,500元/m²",总价待定
U公馆,售罄,[滨海新区-北塘居住区]黄海路延长线,一居(1)，二居(2),,"均价10,362元/m²",总价待定
心港·东城名都,售罄,[滨海新区-大港]大港区旭日路与海景七路交口,一居(1)，二居(2)，三居(2),,"均价5,800元/m²",总价待定
福渔园,售罄,滨海新区 - 海景九路与旭日路交口处,一居(1)，二居(6)，三居(1),,"均价8,000元/m²",总价待定
清枫园（别墅）,售罄,[西青-中北镇]西青区新津杨公路西行500米,一居(1)，二居(1)，三居(1),,总价待定,
远洋万和城,售罄,西青 - 西青友谊南路与梨双路交口以东500米,二居(15)，三居(14),,"均价14,750元/m²",总价待定
首创玲珑墅,售罄,[津南-双港镇]梨双公路与微山南路交口,不限(8)，四居(2),,"均价19,905元/m²",总价待定
首创玲珑墅（别墅）,售罄,[津南-双港镇]梨双公路与微山南路交口,不限(8)，四居(2),,总价待定,
万科仕林苑（别墅）,售罄,[津南-双港镇]梅江东浯水道与艺林路交口,不限(1)，二居(2),,总价待定,
新悦庭（别墅）,售罄,津南 - 津南梨双公路与微山路交口西侧（领世郡南侧）,三居(1)，四居(2),,总价待定,
宇泰领海嘉园（公寓）,售罄,[静海-静海城区]联盟大街第一幼儿园南侧,二居(1)，三居(2),,售价待定,总价待定
帝达东谷国际（公寓）,售罄,[东丽-东丽开发区]津塘路与五经路交口处,不限(2),,"均价8,200元/m²",总价待定
天房郦堂（天房郦城二期）,售罄,[东丽-成林道]成林道以北与昆俞路交口,二居(2)，三居(1),,"均价13,500元/m²",总价待定
蘭园住宅（公寓）,售罄,[南开-老城厢]黄河道与青年路 交口,不限(4),,"均价21,000元/m²",总价待定
海泰国际公寓（公寓）,售罄,南开 - 开华道3号（兰苑路与开华道交口）,三居(1)，开间(4),2017.05.02,"均价10,000元/m²",总价待定
远洋城,售罄,滨海新区 - 津塘公路7016号（华北陶瓷对面）,一居(3)，二居(15)，三居(10),2018.02.24,"均价15,000元/m²",总价待定
美震中环时代（公寓）,售罄,北辰 - 普济河立交桥东侧，汾河南道与姚江东路交口,二居(6),,售价待定,总价待定
利海公寓,售罄,[西青]复康路立交桥北侧,一居(1)，二居(3)，三居(3),2016.11.22,"均价20,000元/m²",总价待定
沁春园,售罄,[西青-杨柳青]柳口路与泽杨道交口,二居(5)，三居(1),,"均价11,666元/m²",总价待定
华韵欧风博文苑（别墅）,售罄,[西青-大寺镇]津港公路与外环线交口前行300米,二居(2)，三居(1)，四居(1),,总价待定,
金厦水语花城,售罄,西青 - 新津杨公路与外环线交口向西800米,二居(3),,"均价13,686元/m²",总价待定
水墨兰庭,售罄,[津南-小站镇]小站一中东侧,二居(2)，三居(4)，四居(1),2017.07.13,"均价7,500元/m²",总价待定
瑞奇青年汇（公寓）,售罄,津南 - 津沽路与赤龙街交口右转500米处,不限(2),2016.11.17,"均价7,000元/m²",总价待定
桦科时代广场（公寓）,售罄,南开 - 梅苑路与开华道交口（赛象酒店对面）,不限(3),2017.01.04,售价待定,总价待定
景瑞英郡泊墅湾（别墅）,售罄,[宝坻-宝坻新城]津蓟高速2号出口(九园站),一居(1)，三居(2),,总价待定,
景瑞悦府,售罄,[宝坻-宝坻城区]北环东路与环城东路交口东侧,二居(1)，三居(3)，四居(1),2018.02.24,售价待定,总价待定
四季风情,售罄,[滨海新区-塘沽]车站北路安顺道交口西行800米,一居(1)，二居(4)，三居(4)，四居(1),,"均价12,700元/m²",总价待定
长瀛御龙湾,售罄,[北辰]北辰区京津公路与泰来西道交口,二居(1)，三居(1)，五居及以上(1),,"均价17,593元/m²",总价待定
乐家精典,售罄,[北辰-双口镇]医疗器械产业园里面,一居(1)，二居(1)，三居(1),,"均价3,590元/m²",总价待定
天籁湾（别墅）,售罄,北辰 - 西青道与京福公路交口（北行2公里）,不限(2)，二居(1)，三居(1)，四居(2),,总价待定,
万科金奥国际,售罄,[西青-李七庄]卫津南路中石油立交桥东南侧,一居(1)，二居(2),,"均价17,944元/m²",总价待定
洛卡小镇（公寓）,售罄,西青 - 友谊南路与外环线交口以南200米（梅江会展中心以南500米）,不限(3)，一居(2)，二居(1)，三居(2),,"均价13,000元/m²",总价待定
君悦府,售罄,津南 - 津沽路东侧（咸水沽二中对过）,二居(3)，三居(1),,"均价8,400元/m²",总价待定
中国窗（公寓）,售罄,[南开]南门外大街与南开五纬路交口西南侧,一居(3),,售价待定,总价待定
中国窗,售罄,[南开]南门外大街与南开五纬路交口西南侧,一居(3),,"均价18,198元/m²",总价待定
紫熙臺,售罄,[南开-老城厢]南马路与城厢西路交口,二居(5)，三居(1)，五居及以上(1),,"均价31,500元/m²",总价待定
城厢公馆（别墅）,售罄,[南开-老城厢]城厢中路与鼓楼西街交口,不限(4),,总价待定,
